player_id,player_name,position,TD_2018,TD_2019,TD_2020,TD_2021,TD_2022,TD_2023,TD_2024,avg_yds_after_catch_2018,avg_yds_after_catch_2019,avg_yds_after_catch_2020,avg_yds_after_catch_2021,avg_yds_after_catch_2022,avg_yds_after_catch_2023,avg_yds_after_catch_2024,avg_yds_per_carry_2018,avg_yds_per_carry_2019,avg_yds_per_carry_2020,avg_yds_per_carry_2021,avg_yds_per_carry_2022,avg_yds_per_carry_2023,avg_yds_per_carry_2024,completion_rate_2018,completion_rate_2019,completion_rate_2020,completion_rate_2021,completion_rate_2022,completion_rate_2023,completion_rate_2024,games_played_2018,games_played_2019,games_played_2020,games_played_2021,games_played_2022,games_played_2023,games_played_2024,receive_attempts_2018,receive_attempts_2019,receive_attempts_2020,receive_attempts_2021,receive_attempts_2022,receive_attempts_2023,receive_attempts_2024,rush_attempts_2018,rush_attempts_2019,rush_attempts_2020,rush_attempts_2021,rush_attempts_2022,rush_attempts_2023,rush_attempts_2024,team_2025,division,stadium_type,BYE,exp,pos_roster,avg_team_time_on_offense,strength_o_line,strength_of_schedule_calc,strength_of_qb,odd_run,odd_throw,games_played_total_career,avg_games_played_per_szn
00-0032156,T.Siemian,QB,,0.0,,12.0,1.0,2.0,,,,,,,,,,,,2.2222222222222223,2.0,3.636363636363636,,,0.5,,0.574468085106383,0.5769230769230769,0.5620915032679739,,,1.0,,6.0,2.0,5.0,,,0.0,,0.0,0.0,0.0,,,0.0,,9.0,4.0,11.0,,NYJ,AFC East,outdoor,7.0,8.0,QB,61.70588235294117,32.38125,0.4925520259703469,,0.33746424,0.6625357,14,3.5
00-0032160,T.Williams,WR,5.0,6.0,,0.0,,,,4.583333333333333,4.523809523809524,,4.0,,,,7.5,,,,,,,,,,,,,,17.0,13.0,,1.0,,,,76.0,64.0,,3.0,,,,2.0,0.0,,0.0,,,,DET,NFC North,indoor,9.0,6.0,WR,62.11764705882353,65.62784,0.5211786675454496,0.6605004737703506,0.3910985,0.6089015,31,10.333333333333334
00-0032166,S.Coates,WR,0.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,0.0,,,,,,,HOU,AFC South,indoor,10.0,3.0,WR,64.29411764705883,28.896332,0.4771671826625386,0.6750902527075813,0.37968892,0.6203111,2,2.0
00-0032170,R.Greene,WR,0.0,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,8.0,,,,,,,0.0,,,,,,,JAX,AFC South,outdoor,9.0,3.0,WR,62.5625,41.513588,0.5401294289645683,0.6259163146629287,0.35564435,0.64435565,5,5.0
00-0032187,D.Johnson,RB,10.0,6.0,8.0,1.0,0.0,,,7.7,6.277777777777778,7.121212121212121,5.96875,11.5,,,3.643410852713178,3.7204301075268815,4.700680272108843,3.4029850746268657,2.0,,,,,,,,,,16.0,12.0,12.0,13.0,4.0,,,76.0,47.0,46.0,42.0,4.0,,,258.0,93.0,147.0,67.0,12.0,,,NO,NFC South,indoor,14.0,7.0,RB,59.11764705882353,55.139317,0.4955351180719965,0.6618866005593694,0.43880597,0.561194,57,11.4
00-0032200,T.Montgomery,WR,0.5,0.0,0.0,0.0,1.0,0.0,,8.166666666666668,7.230769230769231,10.0,5.4375,2.333333333333333,5.4,,4.61923076923077,3.21875,5.0,2.933333333333333,-1.0,3.0,,,,,,,,,12.0,12.0,5.0,11.0,1.0,7.0,,20.0,17.0,7.0,26.0,4.0,12.0,,20.5,32.0,23.0,15.0,2.0,3.0,,NE,AFC East,outdoor,11.0,8.0,WR,59.76470588235294,46.68542,0.5140518539717229,0.6241659830462127,0.382874,0.617126,60,10.0
00-0032208,P.Dorsett,WR,5.0,5.0,,0.0,1.0,0.0,,2.8378378378378377,2.6333333333333333,,4.333333333333333,3.1,,,7.25,7.0,,0.0,,,,,,,,0.0,,,13.0,12.0,,5.0,14.0,2.0,,50.0,58.0,,4.666666666666667,40.0,3.0,,4.0,3.0,,0.3333333333333333,0.0,0.0,,DEN,AFC West,outdoor,9.0,8.0,WR,58.94117647058823,37.769806,0.4895841102178745,0.6352450681309743,0.39820358,0.6017964,56,11.2
00-0032209,T.Yeldon,RB,5.0,0.0,1.0,,,,,8.181818181818182,9.153846153846152,6.4,,,,,3.980769230769231,3.7058823529411766,5.933333333333334,,,,,,,,,,,,14.0,4.0,5.0,,,,,78.0,15.0,9.0,,,,,104.0,17.0,15.0,,,,,BUF,AFC East,outdoor,11.0,5.0,RB,62.47368421052632,76.44005,0.5351510872123549,0.6036677676851088,0.33361414,0.6663858,23,7.666666666666667
00-0032211,T.Lockett,WR,10.0,9.0,10.0,8.0,9.0,5.0,2.0,3.950819672131148,3.5052631578947366,3.2549019607843137,3.7945205479452055,3.088888888888889,2.6582278481012658,2.7346938775510203,5.307692307692308,-1.25,,4.5,,,,,,,,,,,17.0,18.0,17.0,16.0,17.0,17.0,17.0,76.0,128.0,136.0,107.0,125.0,122.0,74.0,13.0,4.0,0.0,2.0,0.0,0.0,0.0,SEA,NFC West,outdoor,10.0,9.0,WR,59.88235294117647,43.293674,0.4867004593375017,0.5306475531389026,0.3388998,0.6611002,119,17.0
00-0032214,T.Kroft,TE,0.0,1.0,3.0,1.0,0.0,,,4.25,4.5,3.6666666666666665,4.625,3.5,,,,,,,,,,,,,,,,,5.0,9.0,6.0,9.0,4.0,,,6.0,16.0,16.0,25.0,5.0,,,0.0,0.0,0.0,0.0,0.0,,,SF,NFC West,outdoor,9.0,7.0,TE,60.1,64.19551,0.4461222910216718,0.5886295686638342,0.46505824,0.5349418,33,6.6
00-0032227,J.Heuerman,TE,2.0,1.0,,,,,,4.838709677419355,3.0,,,,,,,,,,,,,,,,,,,,10.0,8.0,,,,,,48.0,20.0,,,,,,0.0,0.0,,,,,,DEN,AFC West,outdoor,10.0,4.0,TE,59.0,50.477005,0.5075706269349846,0.5859943703455154,0.40042374,0.5995763,18,9.0
00-0032241,T.Gurley,RB,23.0,14.0,9.0,,,,,9.396825396825395,6.32258064516129,4.92,,,,,4.933566433566433,3.84304932735426,3.476923076923077,,,,,,,,,,,,17.0,15.0,15.0,,,,,88.0,49.0,35.0,,,,,286.0,223.0,195.0,,,,,ATL,NFC South,indoor,10.0,5.0,RB,66.8125,62.227356,0.5462998796009632,0.6501597444089456,0.35734332,0.6426567,47,15.666666666666666
00-0032245,S.Mannion,QB,0.0,0.0,,1.0,,,,,,,,,,,-1.2857142857142858,-0.8333333333333334,,7.0,,,,0.6666666666666666,0.5714285714285714,,0.6111111111111112,,,,3.0,3.0,,1.0,,,,0.0,0.0,,0.0,,,,7.0,6.0,,2.0,,,,MIN,NFC North,indoor,7.0,6.0,QB,63.294117647058826,74.55339,0.4963805129895095,,0.3977695,0.6022305,7,2.333333333333333
00-0032256,C.Walford,TE,,0.0,,,,,,,6.75,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,8.0,,,,,,,0.0,,,,,,MIA,AFC East,outdoor,5.0,4.0,TE,63.375,42.377514,0.4689797794117647,0.5758160020468585,0.295858,0.70414203,4,4.0
00-0032257,D.Johnson,RB,3.0,5.0,2.0,3.0,0.0,,,7.957446808510638,7.9423076923076925,7.857142857142857,12.75,,,,5.025,5.275862068965517,3.051948051948052,4.647887323943662,2.0,,,,,,,,,,16.0,18.0,11.0,5.0,1.0,,,62.0,73.0,35.0,5.0,0.0,,,40.0,87.0,77.0,71.0,2.0,,,BUF,AFC East,outdoor,7.0,7.0,RB,63.94444444444444,67.04495,0.4973808431754768,0.45690035273368607,0.34578627,0.6542137,51,10.2
00-0032268,M.Mariota,QB,13.0,7.0,2.0,1.0,19.0,1.0,5.0,11.0,,,,,,,5.578125,5.36,9.77777777777778,6.6923076923076925,5.152941176470589,6.5,4.65,0.6888217522658611,0.5962732919254659,0.6071428571428571,0.5,0.6133333333333333,0.6521739130434783,0.7727272727272727,14.0,9.0,1.0,7.0,13.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,25.0,9.0,13.0,85.0,8.0,20.0,WAS,NFC East,outdoor,14.0,9.0,QB,65.4,53.9981,0.4818996019460416,,0.39831805,0.60168195,51,7.285714285714286
00-0032319,R.Travis,TE,,0.0,,,,,,,7.75,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,6.0,,,,,,,0.0,,,,,,IND,AFC South,indoor,6.0,,,62.5625,66.20276,0.4919872828517372,0.5734813285148855,0.4225774,0.57742256,3,3.0
00-0032355,C.Rogers,WR,2.0,2.0,,1.0,,,,4.516129032258065,4.3125,,3.4516129032258065,,,,-4.0,18.0,,9.0,,,,,,,,,,,17.0,9.0,,17.0,,,,83.0,28.0,,45.0,,,,1.0,1.0,,1.0,,,,TEN,AFC South,outdoor,13.0,5.0,WR,65.11111111111111,46.797688,0.4759685160613953,0.6702702702702703,0.4641638,0.53583616,43,14.333333333333334
00-0032362,M.Harris,WR,0.0,,,,,,,3.571428571428572,,,,,,,5.0,,,,,,,,,,,,,,11.0,,,,,,,47.0,,,,,,,2.0,,,,,,,WAS,NFC East,outdoor,4.0,2.0,WR,59.9375,48.97035,0.4762050653594771,0.5922288359788359,0.3806048,0.6193952,11,11.0
00-0032371,R.Kelley,RB,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,,,,4.0,,,,,,,WAS,NFC East,outdoor,4.0,2.0,RB,59.9375,48.97035,0.4762050653594771,0.5922288359788359,0.3806048,0.6193952,2,2.0
00-0032377,J.Ferguson,RB,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,3.0,,,,,,WAS,NFC East,outdoor,10.0,3.0,RB,55.1875,33.159893,0.4863314843481252,0.6335489475235391,0.37938845,0.62061155,1,1.0
00-0032385,S.Shepard,WR,4.0,3.0,4.0,1.0,1.0,1.0,1.0,4.681818181818182,3.1403508771929824,3.090909090909091,3.083333333333333,4.230769230769231,3.3,3.09375,11.0,12.0,8.166666666666666,-9.0,,6.0,8.625,,,,,,,,16.0,10.0,12.0,7.0,3.0,10.0,13.0,107.0,83.0,90.0,53.0,24.0,22.0,51.0,3.0,6.0,6.0,1.0,0.0,1.0,8.0,TB,NFC South,outdoor,11.0,8.0,WR,62.66666666666666,61.497734,0.5047483905843039,0.858843537414966,0.39893618,0.60106385,71,10.142857142857142
00-0032392,A.Hooper,TE,4.0,6.0,5.0,3.0,2.0,0.0,3.0,3.3380281690140845,4.466666666666667,3.272727272727273,4.868421052631579,3.1707317073170733,5.68,5.0,,,,,,,,,,,,,,,16.0,13.0,15.0,15.0,17.0,16.0,17.0,88.0,97.0,84.0,61.0,60.0,31.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,AFC East,outdoor,14.0,8.0,TE,60.05882352941177,42.244293,0.4656508630283898,0.6714544249430653,0.374143,0.625857,109,15.571428571428571
00-0032393,C.Prosise,RB,0.0,1.0,1.0,,,,,5.666666666666667,6.6,5.2,,,,,-3.0,3.130434782608696,1.9,,,,,,,,,,,,2.0,8.0,5.0,,,,,3.0,12.0,5.0,,,,,1.0,23.0,10.0,,,,,HOU,AFC South,indoor,8.0,,,58.25,47.419857,0.5175263910388717,0.8511029411764706,0.2918455,0.7081545,15,5.0
00-0032394,N.Vannett,TE,3.0,0.0,1.0,1.0,0.0,0.0,3.0,4.733333333333333,2.798076923076923,4.571428571428571,10.22222222222222,4.375,0.0,6.470588235294118,,,,,,,,,,,,,,,16.0,13.0,11.0,7.0,5.0,1.0,12.0,45.0,11.0,21.0,15.0,4.5,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,AFC South,outdoor,5.0,8.0,TE,60.588235294117645,39.319504,0.5103836581072058,0.6357900565366905,0.40291262,0.5970874,83,11.857142857142858
00-0032398,C.Moore,WR,1.0,0.0,,2.0,2.0,0.0,,3.1052631578947367,3.333333333333333,,7.142857142857143,5.5625,2.590909090909091,,3.4,0.0,,,1.0,19.5,,,,,,,,,16.0,5.0,,8.0,15.0,15.0,,26.0,6.0,,22.0,74.0,35.0,,5.0,1.0,,0.0,3.0,2.0,,TEN,AFC South,outdoor,7.0,7.0,WR,57.88235294117647,14.859611,0.5134260102389769,0.6773799374822392,0.41463414,0.58536583,59,11.8
00-0032404,T.Ervin,RB,0.0,0.0,0.0,,,,,4.0,8.0,7.636363636363637,,,,,,11.666666666666666,5.153846153846154,,,,,,,,,,,,3.0,4.0,7.0,,,,,3.0,5.0,15.0,,,,,0.0,3.0,13.0,,,,,GB,NFC North,outdoor,5.0,4.0,RB,61.61111111111112,80.96528,0.4482570806100218,0.7016393442622951,0.40396753,0.59603244,14,4.666666666666667
00-0032411,K.Dixon,RB,2.0,,,,,,,10.88888888888889,,,,,,,5.242424242424242,,,,,,,,,,,,,,7.0,,,,,,,10.0,,,,,,,66.0,,,,,,,BAL,AFC North,outdoor,10.0,2.0,RB,69.0,61.59026,0.4967320261437908,0.5044365774931533,0.44927537,0.5507246,7,7.0
00-0032417,P.Perkins,RB,,0.0,,,,,,,10.0,,,,,,,2.4166666666666665,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,12.0,,,,,,DET,NFC North,indoor,5.0,,,63.1875,55.215973,0.4982289516683866,0.5911059197941531,0.36795253,0.6320475,3,3.0
00-0032423,T.Davis,WR,,0.5,,,,,,,8.928571428571429,,,,,,,18.25,,,,,,,,,,,,,,7.0,,,,,,,5.5,,,,,,,2.0,,,,,,GB,NFC North,outdoor,11.0,,,61.888888888888886,63.932884,0.4777345392347972,0.6899606299212598,0.36355475,0.6364452,14,14.0
00-0032426,A.Collins,RB,8.0,,2.0,2.0,,,,6.466666666666667,,1.0,10.666666666666666,,,,3.6052631578947367,,4.277777777777778,3.8055555555555554,,,,,,,,,,,10.0,,3.0,11.0,,,,21.0,,2.0,10.0,,,,114.0,,18.0,108.0,,,,SEA,NFC West,outdoor,9.0,5.0,RB,55.70588235294117,42.735703,0.5127807985939473,0.6658552631578947,0.39915523,0.6008448,24,8.0
00-0032430,D.Morgan,TE,0.0,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,6.0,,,,,,,0.0,,,,,,,MIN,NFC North,indoor,10.0,2.0,TE,62.25,61.79393,0.4912280701754386,0.7013201320132013,0.3323293,0.66767067,5,5.0
00-0032434,B.Allen,QB,,3.0,5.0,2.0,0.0,,1.0,,,,,,,,,3.9,2.076923076923077,-0.1428571428571428,-0.3333333333333333,,1.3333333333333333,,0.4642857142857143,0.6338028169014085,0.5,1.0,,0.5666666666666667,,3.0,5.0,5.0,1.0,,3.0,,0.0,1.0,0.0,0.0,,0.0,,10.0,13.0,7.0,3.0,,3.0,SF,NFC West,outdoor,9.0,8.0,QB,59.64705882352941,63.015938,0.5505412897873287,,0.3964497,0.6035503,17,3.4
00-0032436,J.Driskel,QB,8.0,5.0,3.0,,1.0,2.0,,,9.0,,,7.0,,,5.2,6.863636363636363,4.666666666666667,,3.75,4.714285714285714,,0.5965909090909091,0.5904761904761905,0.546875,,0.7,0.5,,8.0,3.0,3.0,,7.0,1.0,,0.0,1.0,0.0,,1.0,0.0,,25.0,22.0,6.0,,20.0,7.0,,CLE,AFC North,outdoor,5.0,7.0,QB,69.5,56.85959,0.5293142988189428,,0.40207833,0.59792167,22,4.4
00-0032450,D.Washington,RB,0.0,0.0,0.0,0.0,0.0,,,,11.0,,5.0,6.0,,,5.703703703703703,7.5,1.8888888888888888,4.0,3.4545454545454546,,,,,,,,,,4.0,4.0,3.0,3.0,3.0,,,0.0,1.0,0.0,2.0,1.0,,,27.0,8.0,9.0,4.0,11.0,,,NO,NFC South,indoor,14.0,6.0,RB,59.11764705882353,55.139317,0.4955351180719965,0.6618866005593694,0.43880597,0.561194,17,3.4
00-0032464,K.Raymond,WR,,2.0,0.0,4.0,0.0,1.0,2.0,,1.4,4.222222222222222,5.458333333333333,4.638297872340425,6.114285714285714,8.05,,-5.0,-3.0,7.0,5.142857142857143,10.714285714285714,0.0,,,,,,,,,8.0,9.0,16.0,16.0,17.0,11.0,,13.0,16.0,71.0,64.0,44.0,25.0,,1.0,1.0,4.0,7.0,7.0,2.0,DET,NFC North,indoor,5.0,8.0,WR,64.66666666666667,66.82518,0.5130747620685701,0.7933218192285549,0.45017183,0.5498282,77,12.833333333333334
00-0032508,H.Valles,TE,0.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,0.0,,,,,,,DET,NFC North,indoor,6.0,,,63.375,57.444054,0.4890579312865497,0.5365129835718071,0.37672585,0.62327415,2,2.0
00-0032540,T.Carson,RB,,0.0,,,,,,,3.5,,,,,,,2.583333333333333,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,9.0,,,,,,DET,NFC North,indoor,5.0,3.0,RB,63.1875,55.215973,0.4982289516683866,0.5911059197941531,0.36795253,0.6320475,4,4.0
00-0032543,A.Erickson,WR,0.0,0.0,0.0,0.0,,1.0,,3.75,5.27906976744186,5.583333333333333,10.0,,3.625,,7.333333333333333,6.6,1.4,,,,,,1.0,0.0,,,,,11.0,15.0,9.0,4.0,,8.0,,29.0,78.0,17.0,4.0,,29.0,,3.0,5.0,5.0,0.0,,0.0,,LAC,AFC West,outdoor,5.0,7.0,WR,64.47058823529412,61.803616,0.5298216706703321,0.6446234119782215,0.34762773,0.65237224,47,9.4
00-0032562,C.Wick,TE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,0.0,,,,,,,SF,NFC West,outdoor,11.0,,,62.0625,43.142384,0.486296547127623,0.613797226752958,0.39879155,0.60120845,1,1.0
00-0032577,D.Foster,RB,,,0.0,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,2.0,,,,,ARI,NFC West,indoor,8.0,4.0,RB,66.75,75.97468,0.4623578323873409,0.679771505376344,0.39325842,0.60674155,2,2.0
00-0032593,B.Wilds,RB,0.0,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,3.0,,,,,,,0.0,,,,,,,6.0,,,,,,,JAX,AFC South,outdoor,9.0,,,62.5625,41.513588,0.5401294289645683,0.6259163146629287,0.35564435,0.64435565,3,3.0
00-0032599,J.Perkins,TE,0.0,1.0,,,,,,3.2,2.888888888888889,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,11.0,13.0,,,,,,0.0,0.0,,,,,,PHI,NFC East,outdoor,10.0,3.0,TE,68.17647058823529,60.594673,0.4568435217224144,0.6803995710818895,0.38222605,0.61777395,6,3.0
00-0032602,J.McKissic,RB,1.0,1.0,4.0,4.0,0.0,,,3.5,6.970588235294118,6.304878048780488,8.837209302325581,5.62962962962963,,,2.6666666666666665,5.394736842105263,4.252873563218391,4.416666666666667,4.318181818181818,,,,,,,,,,4.0,15.0,17.0,11.0,8.0,,,4.0,42.0,113.0,53.0,40.0,,,3.0,38.0,87.0,48.0,22.0,,,WAS,NFC East,outdoor,14.0,6.0,RB,66.76470588235294,47.573685,0.5201835326493859,0.6079191319465919,0.44052863,0.55947137,55,11.0
00-0032626,G.Allison,WR,2.0,2.0,,0.0,,,,5.3,3.0,,,,,,,7.0,,,,,,,,,,,,,5.0,17.0,,1.0,,,,30.0,59.0,,2.0,,,,0.0,1.0,,0.0,,,,DET,NFC North,indoor,9.0,5.0,WR,62.11764705882353,65.62784,0.5211786675454496,0.6605004737703506,0.3910985,0.6089015,23,7.666666666666667
00-0032634,D.Grinnage,TE,0.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,8.0,,,,,,,0.0,,,,,,,JAX,AFC South,outdoor,9.0,2.0,TE,62.5625,41.513588,0.5401294289645683,0.6259163146629287,0.35564435,0.64435565,3,3.0
00-0032661,B.Braunecker,TE,0.0,1.0,,,,,,2.8,4.166666666666667,,,,,,,,,,,,,,,,,,,,6.0,4.0,,,,,,7.0,11.0,,,,,,0.0,0.0,,,,,,CHI,NFC North,outdoor,6.0,3.0,TE,63.25,53.135334,0.4952418193154455,0.6674539728682171,0.36067194,0.63932806,10,5.0
00-0032688,R.Chosen,WR,6.0,5.0,3.0,5.0,0.5,1.0,0.0,3.6,3.7115384615384617,5.231578947368421,2.981132075471698,4.329670329670329,7.75,1.0,-4.0,4.0,3.75,12.0,,,,,,,,,,,14.0,16.0,16.0,17.0,12.0,5.0,1.0,94.0,96.0,136.0,110.0,22.0,6.0,4.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,MIA,AFC East,outdoor,6.0,8.0,WR,63.294117647058826,57.18794,0.4137477488415387,0.6473066407276933,0.3866171,0.6133829,93,13.285714285714286
00-0032707,A.Jones,WR,1.0,,,,,,,2.363636363636364,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,24.0,,,,,,,0.0,,,,,,,DET,NFC North,indoor,6.0,2.0,WR,63.375,57.444054,0.4890579312865497,0.5365129835718071,0.37672585,0.62327415,5,5.0
00-0032725,S.Anderson,TE,,,0.0,1.0,0.0,,,,,10.0,7.1875,2.0,,,,,,,,,,,,,,,,,,,3.0,11.0,5.0,,,,,11.0,19.0,7.0,,,,,0.0,0.0,0.0,,,ARI,NFC West,indoor,13.0,6.0,TE,67.17647058823529,60.92949,0.5184352172241445,0.6358154586031611,0.34063047,0.6593695,19,6.333333333333333
00-0032728,Te.Jones,WR,,0.0,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,10.0,,,,,,,0.0,,,,,,PIT,AFC North,outdoor,7.0,,,57.75,64.751114,0.4857698013415892,0.6038080854135796,0.3917749,0.6082251,4,4.0
00-0032741,P.Barber,RB,6.0,7.0,4.0,2.0,,,,3.2,7.375,2.75,7.3,,,,3.7222222222222223,3.051948051948052,2.74468085106383,3.8545454545454554,,,,,,,,,,,16.0,16.0,14.0,9.0,,,,29.0,24.0,7.0,13.0,,,,234.0,154.0,94.0,55.0,,,,LV,AFC West,indoor,8.0,5.0,RB,63.44444444444444,63.890923,0.5103952692187986,0.5860294117647059,0.34938705,0.65061295,55,13.75
00-0032745,A.Cross,TE,0.0,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,5.0,,,,,,,0.0,,,,,,,TB,NFC South,outdoor,5.0,2.0,TE,65.5625,65.32288,0.5088337418300654,0.656084656084656,0.30600572,0.6939943,4,4.0
00-0032760,J.Doctson,WR,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,78.0,,,,,,,0.0,,,,,,,WAS,NFC East,outdoor,4.0,2.0,WR,59.9375,48.97035,0.4762050653594771,0.5922288359788359,0.3806048,0.6193952,15,15.0
00-0032764,D.Henry,RB,12.0,21.0,17.0,12.0,14.0,14.0,21.0,7.666666666666667,11.956521739130435,6.136363636363637,8.88888888888889,12.030303030303031,9.821428571428571,11.36842105263158,4.925581395348837,5.1450777202072535,5.21969696969697,4.179916317991632,4.406876790830945,4.167857142857143,5.970027247956403,0.6666666666666666,1.0,,1.0,1.0,0.6666666666666666,,16.0,18.0,17.0,9.0,16.0,17.0,19.0,18.0,29.0,34.0,20.0,41.0,36.0,24.0,215.0,386.0,396.0,239.0,349.0,280.0,367.0,BAL,AFC North,outdoor,14.0,8.0,RB,61.42105263157895,75.81623,0.5321196437947293,0.6698717948717949,0.48500428,0.5149957,112,16.0
00-0032765,M.Thomas,WR,10.0,9.0,1.0,,3.0,1.0,,4.141843971631205,3.7884615384615374,2.3777777777777778,,1.3125,2.5641025641025643,,,-9.0,1.0,,,,,,,,,,,,18.0,17.0,9.0,,3.0,10.0,,170.0,193.0,66.0,,22.0,64.0,,0.0,1.0,1.0,,0.0,0.0,,NO,NFC South,indoor,11.0,7.0,WR,64.82352941176471,67.97862,0.429164896092596,0.6081107314800435,0.40562615,0.5943739,57,11.4
00-0032775,D.Robinson,WR,4.0,4.0,3.0,3.0,3.0,4.0,7.0,5.043478260869565,3.5428571428571427,3.765957446808511,3.103448275862069,3.3,3.1379310344827585,2.257142857142857,,,,,,23.0,,,,,,,,,15.0,17.0,17.0,17.0,17.0,9.0,19.0,34.0,61.0,64.0,50.0,78.0,45.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,LA,NFC West,outdoor,6.0,8.0,WR,60.36842105263158,65.3435,0.5321760283060593,0.6566492450638792,0.4115083,0.58849174,111,15.857142857142858
00-0032778,T.Sharpe,WR,2.0,4.0,0.0,0.0,,,,3.1923076923076925,2.3076923076923075,,2.76,,,,16.0,,,,,,,,,,,,,,14.0,16.0,3.0,14.0,,,,47.0,41.0,3.0,37.0,,,,1.0,0.0,0.0,0.0,,,,ATL,NFC South,indoor,6.0,5.0,WR,58.70588235294117,58.808945,0.4611323579999595,0.42573051948051943,0.36773548,0.63226455,47,11.75
00-0032780,J.Howard,RB,9.0,7.0,2.0,3.0,0.0,,,6.35,6.9,0.0,8.333333333333334,,,,3.730769230769231,4.411764705882353,2.517857142857143,4.72093023255814,1.0,,,,,,,,,,17.0,9.0,7.0,8.0,1.0,,,28.0,14.0,0.5,6.0,0.0,,,260.0,119.0,17.5,86.0,1.0,,,NO,NFC South,indoor,14.0,6.0,RB,59.11764705882353,55.139317,0.4955351180719965,0.6618866005593694,0.43880597,0.561194,49,9.8
00-0032782,W.Smallwood,RB,5.0,0.0,,0.0,,,,8.67741935483871,5.555555555555555,,3.5,,,,3.971428571428572,3.6818181818181817,,5.0,,,,,,,,,,,15.0,11.0,,2.0,,,,39.0,13.0,,5.0,,,,105.0,22.0,,5.0,,,,WAS,NFC East,outdoor,9.0,5.0,RB,62.70588235294117,54.82557,0.5140209231267326,0.606634452135301,0.40337712,0.5966229,28,9.333333333333334
00-0032791,J.Grant,WR,2.0,1.0,1.0,1.0,,,,6.666666666666667,4.578947368421052,4.777777777777778,4.166666666666667,,,,5.0,1.25,6.666666666666667,6.6,,,,,,,,,,,10.0,9.0,14.0,7.0,,,,34.0,33.0,54.0,8.5,,,,1.0,4.0,3.0,2.5,,,,MIA,AFC East,outdoor,14.0,,,63.8235294117647,63.645893,0.4521337946943483,0.6522508591065292,0.3658986,0.6341014,47,11.75
00-0032792,N.Sudfeld,QB,1.0,,0.0,,0.0,,,,,,,,,,-1.0,,6.0,,-0.8,,,0.5,,0.4166666666666667,,,,,2.0,,1.0,,2.0,,,0.0,,0.0,,0.0,,,2.0,,2.0,,5.0,,,DET,NFC North,indoor,6.0,6.0,QB,63.588235294117645,81.938614,0.518699285699832,,0.4199815,0.5800185,5,1.6666666666666667
00-0032795,C.Core,WR,1.0,0.0,,,,,,2.769230769230769,1.0,,,,,,,,,,,,,,,,,,,,10.0,1.0,,,,,,28.0,5.0,,,,,,0.0,0.0,,,,,,NYG,NFC East,outdoor,11.0,3.0,WR,63.1875,59.12354,0.4565206290849673,0.7459280008299616,0.32542038,0.6745796,11,5.5
00-0032813,E.Penny,RB,0.0,0.0,0.0,2.0,,,,6.375,11.0,8.0,4.0,,,,3.571428571428572,2.6,2.5,4.125,,,,,,,,,,,9.0,8.0,6.0,11.0,,,,9.0,4.0,3.0,13.0,,,,7.0,15.0,6.0,24.0,,,,NYG,NFC East,outdoor,10.0,5.0,RB,61.294117647058826,64.325325,0.5276463939548988,0.5438604784890054,0.3637236,0.63627636,34,8.5
00-0032881,T.Lewis,WR,1.0,,0.0,0.0,,,,0.3333333333333333,,0.0,11.0,,,,5.0,,7.0,,,,,,,,,,,,5.0,,4.0,1.0,,,,4.0,,3.0,2.0,,,,2.0,,2.0,0.0,,,,MIA,AFC East,outdoor,14.0,5.0,WR,63.8235294117647,63.645893,0.4521337946943483,0.6522508591065292,0.3658986,0.6341014,10,3.333333333333333
