season,player_id,player_name,position,team_2025,rush_attempts,rushing_yards,rushing_tds,receive_attempts,receptions,receiving_yards,receiving_tds,receiving_yards_after_catch,passing_tds,completions,attempts,passing_yards,games_played,completion_rate,avg_yds_per_carry,avg_yds_after_catch,TD,player_name_roster,pos_roster,exp,jersey_number,status,games_played_total_career,seasons_in_data,avg_games_played_per_szn,run_plays,pass_plays,total_plays,odd_run,odd_throw,strength_o_line,avg_team_time_on_offense,strength_of_schedule_calc,BYE,division,stadium_type,strength_of_qb,headshot_url,espn_id,image_url
2019,00-0034857,J.Allen,QB,BUF,118,602.0,9,1,1,16.0,1,4.0,20,295,507,3353.0,17,0.5818540433925049,5.101694915254237,4.0,30,Josh Allen,QB,1.0,17.0,ACT,123,7,17.571428571428573,438.0,645.0,1083.0,0.40443215,0.5955679,55.79249,63.70588235294117,0.4605743742285356,6.0,AFC East,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uyhjaf2okyygjyfzk8hc",3918298,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uyhjaf2okyygjyfzk8hc"
2020,00-0034857,J.Allen,QB,BUF,127,566.0,9,1,1,12.0,1,17.0,42,473,692,5361.0,19,0.6835260115606936,4.456692913385827,17.0,52,Josh Allen,QB,2.0,17.0,ACT,123,7,17.571428571428573,396.0,791.0,1187.0,0.33361414,0.6663858,76.44005,62.47368421052632,0.5351510872123549,11.0,AFC East,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tllerqpaxoqygxsfo0qo",3918298,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tllerqpaxoqygxsfo0qo"
2021,00-0034857,J.Allen,QB,BUF,139,897.0,6,0,0,0.0,0,0.0,45,457,708,5044.0,19,0.6454802259887006,6.453237410071942,,51,Josh Allen,QB,3.0,17.0,ACT,123,7,17.571428571428573,438.0,802.0,1240.0,0.3532258,0.6467742,83.88918,65.26315789473684,0.4783064472326326,7.0,AFC East,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tllerqpaxoqygxsfo0qo",3918298,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tllerqpaxoqygxsfo0qo"
2022,00-0034857,J.Allen,QB,BUF,136,808.0,8,0,0,0.0,0,0.0,38,407,648,4899.0,18,0.6280864197530864,5.941176470588236,,46,Josh Allen,QB,4.0,17.0,ACT,123,7,17.571428571428573,398.0,753.0,1151.0,0.34578627,0.6542137,67.04495,63.94444444444444,0.4973808431754768,7.0,AFC East,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/btfnqtymqsqgybnv4u6n",3918298,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/btfnqtymqsqgybnv4u6n"
2023,00-0034857,J.Allen,QB,BUF,131,670.0,18,0,0,0.0,0,0.0,33,432,648,4695.0,19,0.6666666666666666,5.114503816793893,,51,Josh Allen,QB,5.0,17.0,ACT,123,7,17.571428571428573,505.0,732.0,1237.0,0.40824574,0.59175426,84.47906,65.10526315789474,0.4835217558861033,13.0,AFC East,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ghmmndgjefpxziks7ntf",3918298,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ghmmndgjefpxziks7ntf"
2024,00-0034857,J.Allen,QB,BUF,131,636.0,14,0,0,0.0,0,0.0,32,365,565,4367.0,19,0.6460176991150443,4.854961832061068,,46,Josh Allen,QB,6.0,17.0,ACT,123,7,17.571428571428573,529.0,673.0,1202.0,0.44009984,0.55990016,91.19061,60.1,0.4954661162710698,12.0,AFC East,outdoor,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lq4ezafbszwwt2qsvhqv",3918298,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lq4ezafbszwwt2qsvhqv"
2019,00-0035246,J.Arcega-Whiteside,WR,PHI,0,0.0,0,22,10,169.0,1,16.0,0,0,0,0.0,8,,,1.6,1,J.J. Arcega-Whiteside,WR,0.0,19.0,ACT,16,3,5.333333333333333,443.0,716.0,1159.0,0.38222605,0.61777395,60.594673,68.17647058823529,0.4568435217224144,10.0,NFC East,outdoor,0.6803995710818895,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkgyy6tcouzgwb8ss2v4",3931397,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkgyy6tcouzgwb8ss2v4"
2020,00-0035246,J.Arcega-Whiteside,WR,PHI,0,0.0,0,8,4,85.0,0,11.0,0,0,0,0.0,5,,,2.75,0,J.J. Arcega-Whiteside,WR,1.0,19.0,ACT,16,3,5.333333333333333,358.0,717.0,1075.0,0.33302325,0.66697675,33.699024,67.1875,0.5190461601307189,9.0,NFC East,outdoor,0.503769215439696,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ybukzc2rvl0mqfnn387e",3931397,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ybukzc2rvl0mqfnn387e"
2021,00-0035246,J.Arcega-Whiteside,WR,PHI,0,0.0,0,5,2,36.0,0,29.0,0,0,0,0.0,3,,,14.5,0,J.J. Arcega-Whiteside,WR,2.0,19.0,RES,16,3,5.333333333333333,502.0,628.0,1130.0,0.44424778,0.5557522,68.795845,62.77777777777778,0.4747181133662042,14.0,NFC East,outdoor,0.6448245614035089,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ybukzc2rvl0mqfnn387e",3931397,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ybukzc2rvl0mqfnn387e"
2020,00-0034207,J.Badet,WR,WAS,0,0.0,0,1,0,0.0,0,0.0,0,0,0,0.0,1,,,,0,Jeff Badet,WR,2.0,84.0,DEV,1,1,1.0,387.0,724.0,1111.0,0.34833482,0.65166515,51.04338,65.3529411764706,0.4621299500192234,8.0,NFC East,outdoor,0.6434010815181226,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q5nwe08ka3mrnuanrqic",3053760,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q5nwe08ka3mrnuanrqic"
2024,00-0039853,J.Baker,WR,NE,0,0.0,0,4,1,12.0,0,0.0,0,0,0,0.0,4,,,0.0,0,Javon Baker,WR,0.0,6.0,ACT,4,1,4.0,382.0,639.0,1021.0,0.374143,0.625857,42.244293,60.05882352941177,0.4656508630283898,14.0,AFC East,outdoor,0.6714544249430653,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k9junpcjhuulnixdqnqn",4692022,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k9junpcjhuulnixdqnqn"
2021,00-0036628,J.Bates,TE,WAS,0,0.0,0,25,20,249.0,1,139.0,0,0,0,0.0,11,,,6.95,1,John Bates,TE,0.0,87.0,ACT,47,4,11.75,430.0,636.0,1066.0,0.40337712,0.5966229,54.82557,62.70588235294117,0.5140209231267326,9.0,NFC East,outdoor,0.606634452135301,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uhuncx8qb6b3grbfztg8",4048228,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uhuncx8qb6b3grbfztg8"
2022,00-0036628,J.Bates,TE,WAS,0,0.0,0,22,14,108.0,1,54.0,0,0,0,0.0,9,,,3.857142857142857,1,John Bates,TE,1.0,87.0,ACT,47,4,11.75,500.0,635.0,1135.0,0.44052863,0.55947137,47.573685,66.76470588235294,0.5201835326493859,14.0,NFC East,outdoor,0.6079191319465919,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dgrrhom6vtuvuemqwpss",4048228,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dgrrhom6vtuvuemqwpss"
2023,00-0036628,J.Bates,TE,WAS,0,0.0,0,28,19,151.0,0,65.0,0,0,0,0.0,14,,,3.421052631578948,0,John Bates,TE,2.0,87.0,ACT,47,4,11.75,323.0,737.0,1060.0,0.30471697,0.695283,35.964767,62.35294117647059,0.4979744632631174,14.0,NFC East,outdoor,0.7082978118783745,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wg5krelbhhklpclsw1ts",4048228,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wg5krelbhhklpclsw1ts"
2024,00-0036628,J.Bates,TE,WAS,0,0.0,0,18,11,115.0,0,54.0,0,0,0,0.0,13,,,4.909090909090909,0,John Bates,TE,3.0,87.0,ACT,47,4,11.75,521.0,787.0,1308.0,0.39831805,0.60168195,53.9981,65.4,0.4818996019460416,14.0,NFC East,outdoor,0.7281144781144782,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edpnkleev10rpzfgjakv",4048228,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edpnkleev10rpzfgjakv"
2024,00-0039420,J.Bell,TE,NE,0,0.0,0,3,2,20.0,0,5.0,0,0,0,0.0,3,,,2.5,0,Jaheim Bell,TE,0.0,88.0,ACT,3,1,3.0,382.0,639.0,1021.0,0.374143,0.625857,42.244293,60.05882352941177,0.4656508630283898,14.0,AFC East,outdoor,0.6714544249430653,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/psbwq5bse6vv9bpzqssr",4429262,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/psbwq5bse6vv9bpzqssr"
2018,00-0029319,J.Bellamy,WR,CHI,0,0.0,0,26,15,151.0,1,49.0,0,0,0,0.0,14,,,3.2666666666666666,1,Josh Bellamy,WR,6.0,15.0,ACT,16,2,8.0,429.0,634.0,1063.0,0.4035748,0.59642524,66.348526,62.52941176470589,0.4291239199498169,5.0,NFC North,outdoor,0.6788728897715988,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kgyz7lr35xl5j7oxjwlw",15555,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kgyz7lr35xl5j7oxjwlw"
2019,00-0029319,J.Bellamy,WR,NYJ,0,0.0,0,3,2,20.0,0,10.0,0,0,0,0.0,2,,,5.0,0,Josh Bellamy,WR,7.0,15.0,RES,16,2,8.0,361.0,584.0,945.0,0.38201058,0.6179894,35.185875,59.0625,0.4572610294117647,4.0,AFC East,outdoor,0.5876277451619917,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kgyz7lr35xl5j7oxjwlw",15555,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kgyz7lr35xl5j7oxjwlw"
2023,00-0038752,J.Bobo,WR,SEA,1,3.0,1,25,19,196.0,2,87.0,0,0,0,0.0,14,,3.0,4.578947368421052,3,Jake Bobo,WR,0.0,19.0,ACT,25,2,12.5,348.0,636.0,984.0,0.35365853,0.64634144,62.07746,57.88235294117647,0.4971306582488517,5.0,NFC West,outdoor,0.6394367682733888,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fi2j6vdm7g2ojzftlzdn",,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fi2j6vdm7g2ojzftlzdn"
2024,00-0038752,J.Bobo,WR,SEA,0,0.0,0,17,13,107.0,1,27.0,0,0,0,0.0,11,,,2.076923076923077,1,Jake Bobo,WR,1.0,19.0,ACT,25,2,12.5,345.0,673.0,1018.0,0.3388998,0.6611002,43.293674,59.88235294117647,0.4867004593375017,10.0,NFC West,outdoor,0.5306475531389026,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vf5wazbhc3u7x7vjhojq",4360405,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vf5wazbhc3u7x7vjhojq"
2020,00-0036110,J.Bradley,WR,CLE,0,0.0,0,11,5,60.0,0,11.0,0,0,0,0.0,1,,,2.2,0,Ja'Marcus Bradley,WR,0.0,84.0,DEV,3,2,1.5,504.0,622.0,1126.0,0.44760212,0.55239785,77.21316,62.55555555555556,0.4686926671253297,9.0,AFC North,outdoor,0.5632854578096949,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iseh84hl26di8vkyeufs",3917569,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iseh84hl26di8vkyeufs"
2021,00-0036110,J.Bradley,WR,CLE,0,0.0,0,4,4,64.0,0,16.0,0,0,0,0.0,2,,,4.0,0,Ja'Marcus Bradley,WR,1.0,84.0,ACT,3,2,1.5,443.0,600.0,1043.0,0.42473635,0.5752637,41.977657,61.35294117647059,0.5000109847860713,13.0,AFC North,outdoor,0.6415692007797271,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iseh84hl26di8vkyeufs",3917569,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iseh84hl26di8vkyeufs"
2018,00-0033119,J.Brissett,QB,IND,7,-7.0,0,0,0,0.0,0,0.0,0,2,4,2.0,4,0.5,-1.0,,0,Jacoby Brissett,QB,2.0,7.0,ACT,64,7,9.142857142857142,404.0,762.0,1166.0,0.3464837,0.6535163,91.8102,64.77777777777777,0.486355970263349,9.0,AFC South,indoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qbvf9c5eedjgkw9xqwup",2578570,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qbvf9c5eedjgkw9xqwup"
2019,00-0033119,J.Brissett,QB,IND,56,228.0,4,1,1,2.0,0,2.0,18,272,447,2942.0,15,0.6085011185682326,4.071428571428571,2.0,22,Jacoby Brissett,QB,3.0,7.0,ACT,64,7,9.142857142857142,423.0,578.0,1001.0,0.4225774,0.57742256,66.20276,62.5625,0.4919872828517372,6.0,AFC South,indoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qbvf9c5eedjgkw9xqwup",2578570,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qbvf9c5eedjgkw9xqwup"
2020,00-0033119,J.Brissett,QB,IND,18,19.0,3,0,0,0.0,0,0.0,0,2,8,17.0,12,0.25,1.0555555555555556,,3,Jacoby Brissett,QB,4.0,7.0,ACT,64,7,9.142857142857142,467.0,621.0,1088.0,0.42922795,0.57077205,86.04723,64.0,0.4483042959185738,7.0,AFC South,indoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qbvf9c5eedjgkw9xqwup",2578570,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qbvf9c5eedjgkw9xqwup"
2021,00-0033119,J.Brissett,QB,MIA,19,70.0,1,0,0,0.0,0,0.0,5,141,225,1283.0,10,0.6266666666666667,3.684210526315789,,6,Jacoby Brissett,QB,5.0,14.0,ACT,64,7,9.142857142857142,397.0,688.0,1085.0,0.3658986,0.6341014,63.645893,63.8235294117647,0.4521337946943483,14.0,AFC East,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z8e0godak9btfkl9nu6s",2578570,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z8e0godak9btfkl9nu6s"
2022,00-0033119,J.Brissett,QB,CLE,49,243.0,2,0,0,0.0,0,0.0,12,236,369,2608.0,14,0.6395663956639567,4.959183673469388,,14,Jacoby Brissett,QB,6.0,7.0,ACT,64,7,9.142857142857142,484.0,615.0,1099.0,0.44040036,0.55959964,51.29986,64.6470588235294,0.5109472065399947,9.0,AFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z12an2n54jj6ycouwg9h",2578570,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z12an2n54jj6ycouwg9h"
2023,00-0033119,J.Brissett,QB,WAS,3,19.0,0,0,0,0.0,0,0.0,3,18,23,224.0,2,0.782608695652174,6.333333333333333,,3,Jacoby Brissett,QB,7.0,12.0,INA,64,7,9.142857142857142,323.0,737.0,1060.0,0.30471697,0.695283,35.964767,62.35294117647059,0.4979744632631174,14.0,NFC East,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wapkj7gxu9waxattqkok",2578570,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wapkj7gxu9waxattqkok"
2024,00-0033119,J.Brissett,QB,NE,15,62.0,0,0,0,0.0,0,0.0,2,95,161,826.0,7,0.5900621118012422,4.133333333333334,,2,Jacoby Brissett,QB,8.0,7.0,ACT,64,7,9.142857142857142,382.0,639.0,1021.0,0.374143,0.625857,42.244293,60.05882352941177,0.4656508630283898,14.0,AFC East,outdoor,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dps7iuuc2zwl68yppqux",2578570,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dps7iuuc2zwl68yppqux"
2023,00-0038640,J.Brooks,WR,DAL,0,0.0,0,6,6,64.0,0,28.0,0,0,0,0.0,3,,,4.666666666666667,0,Jalen Brooks,WR,0.0,83.0,INA,15,2,7.5,441.0,754.0,1195.0,0.36903766,0.6309624,63.447044,66.38888888888889,0.4414879792072774,7.0,NFC East,indoor,0.7219230769230769,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x3n0wilxpvfvmch5te5m",,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x3n0wilxpvfvmch5te5m"
2024,00-0038640,J.Brooks,WR,DAL,0,0.0,0,30,12,177.0,1,37.0,0,0,0,0.0,12,,,3.083333333333333,1,Jalen Brooks,WR,1.0,83.0,ACT,15,2,7.5,408.0,687.0,1095.0,0.37260273,0.62739724,66.249146,64.41176470588235,0.5172044875741835,7.0,NFC East,indoor,0.6212507005189932,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jdwbrmypfsotpdw86w6u",4692835,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jdwbrmypfsotpdw86w6u"
2024,00-0039344,J.Brooks,RB,CAR,9,22.0,0,3,3,23.0,0,31.0,0,0,0,0.0,3,,2.4444444444444446,10.333333333333334,0,Jonathon Brooks,RB,0.0,24.0,RES,3,1,3.0,359.0,628.0,987.0,0.36372846,0.63627154,64.39622,58.05882352941177,0.4901164387323556,11.0,NFC South,outdoor,0.6359375,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xo4zizexs7aezh1shgsv",4678008,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xo4zizexs7aezh1shgsv"
2018,00-0030300,J.Brown,WR,SEA,0,0.0,0,19,14,166.0,5,46.0,0,0,0,0.0,10,,,3.2857142857142856,5,Jaron Brown,WR,5.0,18.0,ACT,18,2,9.0,514.0,529.0,1043.0,0.4928092,0.5071908,26.659733,61.35294117647059,0.4787644934134645,7.0,NFC West,outdoor,0.6563876651982379,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y41u4egwigms9rg2p3ln",16172,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y41u4egwigms9rg2p3ln"
2018,00-0031051,J.Brown,WR,BAL,3,4.0,0,100,44,729.0,5,162.0,0,0,0,0.0,17,,1.3333333333333333,3.6818181818181817,5,John Brown,WR,4.0,13.0,ACT,54,5,10.8,527.0,646.0,1173.0,0.44927537,0.5507246,61.59026,69.0,0.4967320261437908,10.0,AFC North,outdoor,0.5044365774931533,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dozoxhu3uad5j1ik3pa0",16804,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dozoxhu3uad5j1ik3pa0"
2019,00-0030300,J.Brown,WR,SEA,0,0.0,0,28,16,220.0,2,59.0,0,0,0,0.0,8,,,3.6875,2,Jaron Brown,WR,6.0,18.0,ACT,18,2,9.0,458.0,687.0,1145.0,0.4,0.6,44.799603,63.61111111111112,0.5306886156021863,11.0,NFC West,outdoor,0.658578856152513,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y41u4egwigms9rg2p3ln",16172,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y41u4egwigms9rg2p3ln"
2019,00-0031051,J.Brown,WR,BUF,2,7.0,0,123,76,1110.0,6,223.0,2,2,2,44.0,16,1.0,3.5,2.9342105263157894,8,John Brown,WR,5.0,15.0,ACT,54,5,10.8,438.0,645.0,1083.0,0.40443215,0.5955679,55.79249,63.70588235294117,0.4605743742285356,6.0,AFC East,outdoor,0.5556329040491936,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dozoxhu3uad5j1ik3pa0",16804,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dozoxhu3uad5j1ik3pa0"
2020,00-0031051,J.Brown,WR,BUF,0,0.0,0,71,43,544.0,3,192.0,0,0,0,0.0,12,,,4.465116279069767,3,John Brown,WR,6.0,15.0,ACT,54,5,10.8,396.0,791.0,1187.0,0.33361414,0.6663858,76.44005,62.47368421052632,0.5351510872123549,11.0,AFC East,outdoor,0.6036677676851088,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nt7ayufpigrryzaxjviz",16804,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nt7ayufpigrryzaxjviz"
2021,00-0031051,J.Brown,WR,DEN,0,0.0,0,1,0,0.0,0,0.0,0,0,0,0.0,3,,,,0,,,,,,54,5,10.8,427.0,605.0,1032.0,0.41375968,0.5862403,56.299927,60.70588235294117,0.4724776184983797,11.0,AFC West,outdoor,0.4242058960368819,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xwyc2a0qfdxbbct6lso6",16804,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xwyc2a0qfdxbbct6lso6"
2021,00-0031051,J.Brown,WR,JAX,0,0.0,0,2,0,0.0,0,0.0,0,0,0,0.0,3,,,,0,,,,,,54,5,10.8,354.0,670.0,1024.0,0.34570312,0.6542969,73.20424,60.23529411764706,0.508349593707452,7.0,AFC South,outdoor,0.798172757475083,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xwyc2a0qfdxbbct6lso6",16804,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xwyc2a0qfdxbbct6lso6"
2022,00-0031051,J.Brown,WR,BUF,0,0.0,0,3,1,42.0,1,0.0,0,0,0,0.0,3,,,0.0,1,John Brown,WR,8.0,16.0,DEV,54,5,10.8,398.0,753.0,1151.0,0.34578627,0.6542137,67.04495,63.94444444444444,0.4973808431754768,7.0,AFC East,outdoor,0.456900352733686,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xwyc2a0qfdxbbct6lso6",16804,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xwyc2a0qfdxbbct6lso6"
2023,00-0035100,J.Browning,QB,CIN,27,127.0,3,1,1,-7.0,0,0.0,12,171,243,1936.0,9,0.7037037037037037,4.703703703703703,0.0,15,Jake Browning,QB,4.0,6.0,ACT,11,2,5.5,337.0,695.0,1032.0,0.3265504,0.67344964,50.93355,60.70588235294117,0.5632717896240024,7.0,AFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tj3i5arbkwbqec9xmnqv",3886812,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tj3i5arbkwbqec9xmnqv"
2024,00-0035100,J.Browning,QB,CIN,2,-2.0,0,0,0,0.0,0,0.0,0,0,0,0.0,2,,-1.0,,0,Jake Browning,QB,5.0,6.0,ACT,11,2,5.5,346.0,723.0,1069.0,0.323667,0.676333,56.04726,62.88235294117647,0.466805566395805,12.0,AFC North,outdoor,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kuxgw7azlwgyv2ptawvf",3886812,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kuxgw7azlwgyv2ptawvf"
2023,00-0038492,J.Brownlee,WR,NYJ,0,0.0,0,8,5,56.0,1,20.0,0,0,0,0.0,4,,,4.0,1,Jason Brownlee,WR,0.0,16.0,ACT,4,1,4.0,354.0,695.0,1049.0,0.33746424,0.6625357,32.38125,61.70588235294117,0.4925520259703469,7.0,AFC East,outdoor,0.4465029012263667,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gjayvfan8adtasfe8xxq",,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gjayvfan8adtasfe8xxq"
2020,00-0036442,J.Burrow,QB,CIN,37,142.0,3,0,0,0.0,0,0.0,13,264,404,2688.0,10,0.6534653465346535,3.8378378378378377,,16,Joe Burrow,QB,0.0,9.0,RES,76,5,15.2,381.0,649.0,1030.0,0.3699029,0.6300971,49.075466,64.375,0.5099571078431373,9.0,AFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/alhbhd5ega2doxogh0dg",3915511,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/alhbhd5ega2doxogh0dg"
2021,00-0036442,J.Burrow,QB,CIN,51,149.0,2,0,0,0.0,0,0.0,39,463,662,5716.0,20,0.6993957703927492,2.92156862745098,,41,Joe Burrow,QB,1.0,9.0,ACT,76,5,15.2,489.0,797.0,1286.0,0.38024884,0.61975116,31.679588,61.23809523809524,0.4998666133119914,10.0,AFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fhvbn2cstui3nchv8vil",3915511,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fhvbn2cstui3nchv8vil"
2022,00-0036442,J.Burrow,QB,CIN,90,327.0,6,0,0,0.0,0,0.0,39,486,715,5196.0,19,0.6797202797202797,3.633333333333333,,45,Joe Burrow,QB,2.0,9.0,ACT,76,5,15.2,407.0,812.0,1219.0,0.33388022,0.66611975,55.943726,64.15789473684211,0.5360454800572122,10.0,AFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pbl27kxsr5ulgxmvtvfn",3915511,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pbl27kxsr5ulgxmvtvfn"
2023,00-0036442,J.Burrow,QB,CIN,31,88.0,0,0,0,0.0,0,0.0,15,244,365,2309.0,10,0.6684931506849315,2.838709677419355,,15,Joe Burrow,QB,3.0,9.0,RES,76,5,15.2,337.0,695.0,1032.0,0.3265504,0.67344964,50.93355,60.70588235294117,0.5632717896240024,7.0,AFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jzzqz5ubkilrn9dpxtlp",3915511,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jzzqz5ubkilrn9dpxtlp"
2024,00-0036442,J.Burrow,QB,CIN,42,201.0,2,0,0,0.0,0,0.0,43,460,652,4918.0,17,0.7055214723926381,4.785714285714286,,45,Joe Burrow,QB,4.0,9.0,ACT,76,5,15.2,346.0,723.0,1069.0,0.323667,0.676333,56.04726,62.88235294117647,0.466805566395805,12.0,AFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jzzqz5ubkilrn9dpxtlp",3915511,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jzzqz5ubkilrn9dpxtlp"
2024,00-0039810,J.Burton,WR,CIN,0,0.0,0,14,4,107.0,0,22.0,0,0,0,0.0,4,,,5.5,0,Jermaine Burton,WR,0.0,81.0,INA,4,1,4.0,346.0,723.0,1069.0,0.323667,0.676333,56.04726,62.88235294117647,0.466805566395805,12.0,AFC North,outdoor,0.7055214723926381,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ifbhq7ghxf2mcvhzuxsz",4429033,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ifbhq7ghxf2mcvhzuxsz"
2018,00-0033564,J.Butt,TE,DEN,0,0.0,0,13,8,85.0,0,44.0,0,0,0,0.0,3,,,5.5,0,Jake Butt,TE,1.0,80.0,RES,6,2,3.0,373.0,634.0,1007.0,0.37040716,0.62959284,67.80119,62.9375,0.5040244990540076,10.0,AFC West,outdoor,0.6228668941979523,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mt1wbzzdo70pf54gvnnl",3045225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mt1wbzzdo70pf54gvnnl"
2020,00-0033564,J.Butt,TE,DEN,0,0.0,0,4,2,5.0,0,2.0,0,0,0,0.0,3,,,1.0,0,Jake Butt,TE,3.0,80.0,ACT,6,2,3.0,405.0,616.0,1021.0,0.39666992,0.6033301,69.34818,63.8125,0.5577404755761954,5.0,AFC West,outdoor,0.5984128103837473,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/faqk9sw4zigenjoavboi",3045225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/faqk9sw4zigenjoavboi"
