season,team,run_plays,pass_plays,total_plays,odd_run,odd_throw,strength_o_line,avg_offensive_plays_per_game,strength_of_schedule
2024,DAL,408.0,687.0,1095.0,0.37260273,0.62739724,66.249146,64.41176470588235,0.5172044875741835
2024,DEN,407.0,673.0,1080.0,0.37685186,0.62314814,81.61123,60.0,0.5030988418759317
2024,DET,524.0,640.0,1164.0,0.45017183,0.5498282,66.82518,64.66666666666667,0.5130747620685701
2024,GB,520.0,561.0,1081.0,0.48103607,0.51896393,77.791176,60.05555555555556,0.5411923053821919
2024,HOU,436.0,742.0,1178.0,0.37011886,0.62988114,36.51212,62.0,0.4967437944706969
2024,IND,465.0,569.0,1034.0,0.44970986,0.5502901,65.39625,60.8235294117647,0.44325563042554483
2024,JAX,380.0,611.0,991.0,0.38345107,0.61654896,68.956665,58.294117647058826,0.46983881271806965
2024,KC,438.0,790.0,1228.0,0.35667753,0.64332247,56.569695,61.4,0.5115963929431422
2024,LA,472.0,675.0,1147.0,0.4115083,0.58849174,65.3435,60.36842105263158,0.5321760283060593
2024,LAC,429.0,623.0,1052.0,0.40779468,0.59220535,46.232723,58.44444444444444,0.46127928754347747
2024,LV,351.0,703.0,1054.0,0.33301708,0.66698295,51.68756,62.0,0.5222465043809061
2024,MIA,416.0,660.0,1076.0,0.3866171,0.6133829,57.18794,63.294117647058826,0.4137477488415387
2024,MIN,423.0,677.0,1100.0,0.38454545,0.61545455,38.288708,61.111111111111114,0.4694033558842641
2024,NE,382.0,639.0,1021.0,0.374143,0.625857,42.244293,60.05882352941177,0.46565086302838987
2024,NO,408.0,618.0,1026.0,0.39766082,0.6023392,62.051647,60.35294117647059,0.4943759340681577
2024,NYG,382.0,669.0,1051.0,0.36346337,0.63653666,51.111824,61.8235294117647,0.5490849384129296
2024,NYJ,343.0,671.0,1014.0,0.3382643,0.6617357,62.289284,59.64705882352941,0.4854509399218924
2024,PHI,691.0,650.0,1341.0,0.5152871,0.4847129,35.011185,63.857142857142854,0.4905671040345963
2024,PIT,488.0,622.0,1110.0,0.43963963,0.5603604,38.71519,61.666666666666664,0.5053905187806117
2024,SEA,345.0,673.0,1018.0,0.3388998,0.6611002,43.293674,59.88235294117647,0.4867004593375017
2024,SF,402.0,612.0,1014.0,0.3964497,0.6035503,63.015938,59.64705882352941,0.5505412897873287
2024,TB,450.0,678.0,1128.0,0.39893618,0.60106385,61.497734,62.666666666666664,0.5047483905843039
2024,TEN,415.0,615.0,1030.0,0.40291262,0.5970874,39.319504,60.588235294117645,0.5103836581072058
2024,WAS,521.0,787.0,1308.0,0.39831805,0.60168195,53.9981,65.4,0.4818996019460416
